CTY_CODE,CTY_NAME,GEN_VAL_MO,time,year,month,quarter,mom_change,rolling_3_month_avg,rolling_6_month_avg,historical_mean,historical_std,deviation_from_avg,high_disruption_risk
-,TOTAL FOR ALL COUNTRIES,257210715579,2023-06-01,2023,6,2,-0.022921869705987086,256774897199.0,252727375381.83334,236097377804.11905,34614866615.89874,0.6099499966058951,0
-,TOTAL FOR ALL COUNTRIES,255332994142,2023-07-01,2023,7,3,-0.007300323521798546,258596162601.33334,252845236302.16666,236544717718.9535,34325872756.64242,0.5473502904426742,0
-,TOTAL FOR ALL COUNTRIES,265555488576,2023-08-01,2023,8,3,0.04003593216909085,259366399432.33334,258742849105.16666,237204053420.25,34205143666.641632,0.8288646711166886,0
-,TOTAL FOR ALL COUNTRIES,260862544466,2023-09-01,2023,9,3,-0.017672178930155713,260583675728.0,258679286463.5,237729797665.71112,33997638812.74056,0.6804221589535777,0
-,TOTAL FOR ALL COUNTRIES,276178527276,2023-10-01,2023,10,4,0.05871284757017392,267532186772.66666,263064174687.0,238565639613.76086,34092391891.778236,1.1032633844417912,0
-,TOTAL FOR ALL COUNTRIES,255461303753,2023-11-01,2023,11,4,-0.07501388224254002,264167458498.33334,261766928965.33334,238925121829.48935,33809727535.308075,0.4890953914444189,0
-,TOTAL FOR ALL COUNTRIES,247041265823,2023-12-01,2023,12,4,-0.03296013058064229,259560365617.33334,260072020672.66666,239094208162.6875,33468623782.434696,0.23744799642712963,0
-,TOTAL FOR ALL COUNTRIES,253692671061,2024-01-01,2024,1,1,0.02692426795920655,252065080212.33334,259798633492.5,239392135976.93878,33183755561.42138,0.430949868154365,0
-,TOTAL FOR ALL COUNTRIES,242229497763,2024-02-01,2024,2,1,-0.04518527575139808,247654478215.66666,255910968357.0,239448883212.66,32845851476.362133,0.08465649162242286,0
-,TOTAL FOR ALL COUNTRIES,259086624839,2024-03-01,2024,3,1,0.06959155359556246,251669597887.66666,255614981752.5,239833936970.0392,32631802681.169186,0.5899976797809863,0
-,TOTAL FOR ALL COUNTRIES,270974184351,2024-04-01,2024,4,2,0.04588256734359453,257430102317.66666,254747591265.0,240432787881.21155,32597604252.32987,0.9369215060522599,0
-,TOTAL FOR ALL COUNTRIES,274906201328,2024-05-01,2024,5,2,0.014510670034554751,268322336839.33334,257988407527.5,241083229644.3585,32628087015.583214,1.0366213522566499,0
-,TOTAL FOR ALL COUNTRIES,266056635255,2024-06-01,2024,6,2,-0.03219122024257748,270645673644.66666,261157635766.16666,241545700118.62964,32496998051.336212,0.7542522880928849,0
-,TOTAL FOR ALL COUNTRIES,288127318076,2024-07-01,2024,7,3,0.08295482952284394,276363384886.3333,266896743602.0,242392638626.94547,32801677952.217003,1.3942786559784335,0
-,TOTAL FOR ALL COUNTRIES,277306286291,2024-08-01,2024,8,3,-0.037556424212943584,277163413207.3333,272742875023.33334,243016096620.94644,32835263674.189632,1.0443098618089546,0
-,TOTAL FOR ALL COUNTRIES,285963195133,2024-09-01,2024,9,3,0.0312178600701305,283798933166.6667,277222303405.6667,243769554489.57895,33034233912.861637,1.2772701420810992,0
-,TOTAL FOR ALL COUNTRIES,288844039794,2024-10-01,2024,10,4,0.010074179859614896,284037840406.0,280200612646.1667,244546700787.93103,33273790836.45234,1.3312982348118878,0
-,TOTAL FOR ALL COUNTRIES,274312320671,2024-11-01,2024,11,4,-0.050309915113234904,283039851866.0,280101632536.6667,245051202819.84744,33212546766.895275,0.8810260187670607,0
-,TOTAL FOR ALL COUNTRIES,284911220759,2024-12-01,2024,12,4,0.03863807524967844,282689193741.3333,283244063454.0,245715536452.16666,33329528293.23248,1.1760047715644382,0
-,TOTAL FOR ALL COUNTRIES,317306228983,2025-01-01,2025,1,1,0.11370211442603106,292176590137.6667,288107215271.8333,246889154362.5082,34298152782.326836,2.0530865049028626,0
-,TOTAL FOR ALL COUNTRIES,288187133875,2025-02-01,2025,2,1,-0.09176969264464108,296801527872.3333,289920689869.1667,247555250806.25806,34417830808.500595,1.1805474695606495,0
-,TOTAL FOR ALL COUNTRIES,342602915599,2025-03-01,2025,3,1,0.18882099624753756,316032092819.0,299360643280.1667,249063943898.20636,36178427130.7461,2.585490280236641,0
-,TOTAL FOR ALL COUNTRIES,276085786110,2025-04-01,2025,4,2,-0.19415225749816756,302291945194.6667,297234267666.1667,249486160182.76562,36048742014.74826,0.7378794498945882,0
-,TOTAL FOR ALL COUNTRIES,276516689651,2025-05-01,2025,5,2,0.0015607595996569579,298401797120.0,297601662496.1667,249902014482.27692,35922801823.56454,0.7408852822628236,0
-,TOTAL FOR ALL COUNTRIES,265533076338,2025-06-01,2025,6,2,-0.03972133952154122,272711850699.66666,294371971759.3333,250138848752.81818,35697291502.153305,0.43124357443906425,0
-,TOTAL FOR ALL COUNTRIES,292244900031,2025-07-01,2025,7,3,0.10059697293228442,278098222006.6667,290195083600.6667,250767297279.35822,35797354398.328224,1.158677881334684,0
-,TOTAL FOR ALL COUNTRIES,262631513905,2025-08-01,2025,8,3,-0.10133071996417642,273469830091.33334,285935813605.6667,250941771053.2647,35558324601.705826,0.32874841496819296,0
-,TOTAL FOR ALL COUNTRIES,275643342632,2025-09-01,2025,9,3,0.04954404950697078,276839918856.0,274775884777.83334,251299764844.26086,35420946087.3965,0.6872650359952153,0
-,TOTAL FOR ALL COUNTRIES,274189696754,2025-10-01,2025,10,4,-0.005273647693137651,270821517763.66666,274459869885.16666,251626763871.54285,35269606876.16538,0.6397273709819774,0
-,TOTAL FOR ALL COUNTRIES,262570928048,2025-11-01,2025,11,4,-0.04237492817399424,270801322478.0,272135576284.66666,251780907028.95773,35040854612.10105,0.30792687959488374,0
-,TOTAL FOR ALL COUNTRIES,282234896561,2025-12-01,2025,12,4,0.07489012077302504,272998507121.0,274919212988.5,252203879105.79166,34977833771.067345,0.8585728221983013,0
-,TOTAL FOR ALL COUNTRIES,260537130320,2026-01-01,2026,1,1,-0.07687839634781102,268447651643.0,269634584703.33334,252318033232.0137,34747773815.23366,0.2365359326813331,0
-,TOTAL FOR ALL COUNTRIES,253555338428,2026-02-01,2026,2,1,-0.026797684780763276,265442455103.0,268121888790.5,252334753572.5,34509254419.73496,0.035369783439945277,0
-,TOTAL FOR ALL COUNTRIES,302285628185,2026-03-01,2026,3,1,0.1921879857041051,272126032311.0,272562269716.0,253000765234.0,34757206675.193665,1.4179753687218706,0
0003,EUROPEAN UNION,35071255143,2020-01-01,2020,1,1,,35071255143.0,35071255143.0,35071255143.0,,,0
0003,EUROPEAN UNION,32779739519,2020-02-01,2020,2,1,-0.0653388541315828,33925497331.0,33925497331.0,33925497331.0,1620346236.925323,-0.7071067811865475,0
0003,EUROPEAN UNION,41365412512,2020-03-01,2020,3,1,0.2619201103786537,36405469058.0,36405469058.0,36405469058.0,4445620346.354051,1.1156920896467817,0
0003,EUROPEAN UNION,31662829934,2020-04-01,2020,4,2,-0.23455785857775036,35269327321.666664,35219809277.0,35219809277.0,4335764058.894573,-0.820381204946579,1
0003,EUROPEAN UNION,27199368041,2020-05-01,2020,5,2,-0.14096850794145444,33409203495.666668,33615721029.8,33615721029.8,5192748116.828631,-1.2356372472614097,0
0003,EUROPEAN UNION,30290104129,2020-06-01,2020,6,2,0.11363264335189927,29717434034.666668,33061451546.333332,33061451546.333332,4838904252.584078,-0.5727221024994189,0
0003,EUROPEAN UNION,33967936550,2020-07-01,2020,7,3,0.12142026337502121,30485802906.666668,32877565114.166668,33190949404.0,4430562398.918676,0.17536986866264012,0
0003,EUROPEAN UNION,34380732411,2020-08-01,2020,8,3,0.012152515075279036,32879591030.0,33144397262.833332,33339672279.875,4123416313.785552,0.2524751448560968,0
0003,EUROPEAN UNION,35639671038,2020-09-01,2020,9,3,0.0366175627659755,34662779999.666664,32190107017.166668,33595227697.444443,3932558833.3470063,0.5198760977761466,0
0003,EUROPEAN UNION,36919625497,2020-10-01,2020,10,4,0.035913756264340346,35646676315.333336,33066239611.0,33927667477.4,3853809233.567994,0.7763638100036252,0
0003,EUROPEAN UNION,36698834086,2020-11-01,2020,11,4,-0.0059803263989754996,36419376873.666664,34649483951.833336,34179591714.545456,3750304665.1885567,0.6717433905674121,0
0003,EUROPEAN UNION,39455857036,2020-12-01,2020,12,4,0.0751256277934933,37691438873.0,36177109436.333336,34619280491.333336,3886654461.2714715,1.2444061062954481,0
0003,EUROPEAN UNION,35615655849,2021-01-01,2021,1,1,-0.09732905265487335,37256782323.666664,36451729319.5,34695924749.61539,3731435261.3710885,0.24648185884555976,0
0003,EUROPEAN UNION,35817551209,2021-02-01,2021,2,1,0.005668725036427125,36963021364.666664,36691199119.166664,34776040925.28571,3597557876.9020243,0.2895048028000499,0
0003,EUROPEAN UNION,40606680211,2021-03-01,2021,3,1,0.13370900132325692,37346629089.666664,37519033981.333336,35164750211.0,3779469214.979462,1.439866206194134,0
0003,EUROPEAN UNION,40380184898,2021-04-01,2021,4,2,-0.005577784537497021,38934805439.333336,38095793881.5,35490714878.9375,3877130701.9164724,1.2611052850618698,0
0003,EUROPEAN UNION,39932149700,2021-05-01,2021,5,2,-0.011095422151526368,40306338269.666664,38634679817.166664,35751975750.76471,3905509788.5261874,1.070327351762381,0
0003,EUROPEAN UNION,43132443491,2021-06-01,2021,6,2,0.08014328842907248,41148259363.0,39247444226.333336,36162001736.333336,4169167132.4977264,1.6719026925866387,0
0003,EUROPEAN UNION,42205920089,2021-07-01,2021,7,3,-0.021480892966180498,41756837760.0,40345821599.666664,36480102702.26316,4282390302.322116,1.3370610762947106,0
0003,EUROPEAN UNION,42276956299,2021-08-01,2021,8,3,0.0016830863976002863,42538439959.666664,41422389114.666664,36769945382.1,4365070305.495819,1.2616087557550741,0
0003,EUROPEAN UNION,41216415963,2021-09-01,2021,9,3,-0.02508554136441188,41899764117.0,41524011740.0,36981682076.42857,4363785949.786528,0.9704265826280012,0
0003,EUROPEAN UNION,42548190336,2021-10-01,2021,10,4,0.032311746227414284,42013854199.333336,41885345979.666664,37234705179.13636,4420892580.226186,1.2019032492736539,0
0003,EUROPEAN UNION,44426129244,2021-11-01,2021,11,4,0.04413675160259589,42730245181.0,42634342570.333336,37547375790.652176,4572139684.320018,1.5044932850451294,0
0003,EUROPEAN UNION,42179942026,2021-12-01,2021,12,4,-0.050560047796722296,43051420535.333336,42475592326.166664,37740399383.791664,4570532381.649383,0.9713403760211899,0
0003,EUROPEAN UNION,38422853344,2022-01-01,2022,1,1,-0.08907287448816559,41676308204.666664,41845081202.0,37767697542.2,4476381246.147756,0.14635835639866715,0
0003,EUROPEAN UNION,38255790551,2022-02-01,2022,2,1,-0.004348005899100893,39619528640.333336,41174886910.666664,37786470350.23077,4386984428.372657,0.10698013827765673,0
0003,EUROPEAN UNION,48125474022,2022-03-01,2022,3,1,0.2579918838127895,41601372639.0,42326396587.166664,38169396412.14815,4739671898.471949,2.100583716155891,0
0003,EUROPEAN UNION,46539335747,2022-04-01,2022,4,2,-0.032958392768763445,44306866773.333336,42991587489.0,38468322816.96429,4912684341.765995,1.642892636398123,0
0003,EUROPEAN UNION,48982936264,2022-05-01,2022,5,2,0.052506132237985836,47882582011.0,43751055325.666664,38830895694.44827,5204309351.794591,1.950698908021488,0
0003,EUROPEAN UNION,48552371015,2022-06-01,2022,6,2,-0.008790106960501753,48024881008.666664,44813126823.833336,39154944871.8,5413050161.717329,1.7360685496065302,0
0003,EUROPEAN UNION,43563746265,2022-07-01,2022,7,3,-0.10274729422500894,47033017848.0,45669942310.666664,39297164271.58064,5380652879.163647,0.7929487534759058,0
0003,EUROPEAN UNION,45332105217,2022-08-01,2022,8,3,0.04059244448911725,45816074165.666664,46849328088.333336,39485756176.125,5399597157.58306,1.082738002531269,0
0003,EUROPEAN UNION,45505430366,2022-09-01,2022,9,3,0.0038234524553915072,44800427282.666664,46412654145.666664,39668170545.51515,5416881989.641613,1.077605129970913,0
0003,EUROPEAN UNION,52787601948,2022-10-01,2022,10,4,0.16002862786769678,47875045843.666664,47454031845.833336,40054036175.0,5789281313.899616,2.1995071724063044,0
0003,EUROPEAN UNION,48348048181,2022-11-01,2022,11,4,-0.08410220588109518,48880360165.0,47348217165.333336,40291007946.6,5873284146.869064,1.3718117552162117,0
0003,EUROPEAN UNION,48672260879,2022-12-01,2022,12,4,0.006705807373779571,49935970336.0,47368198809.333336,40523820528.05556,5954925947.389384,1.3683529271286214,0
0003,EUROPEAN UNION,47298409509,2023-01-01,2023,1,1,-0.028226578038267336,48106239523.0,47990642683.333336,40706917527.54054,5976329827.156965,1.1029330997608502,0
0003,EUROPEAN UNION,43459893961,2023-02-01,2023,2,1,-0.08115527747861384,46476854783.0,47678607474.0,40779364275.789474,5911907567.849248,0.45341197480624723,0
0003,EUROPEAN UNION,50670959667,2023-03-01,2023,3,1,0.16592460424480238,47143087712.333336,48539529024.166664,41032994926.84615,6044808424.90328,1.594420213624563,0
0003,EUROPEAN UNION,46572759814,2023-04-01,2023,4,2,-0.08087867054290265,46901204480.666664,47503722001.833336,41171489049.025,6030756018.630182,0.8956208389610555,0
0003,EUROPEAN UNION,48473667607,2023-05-01,2023,5,2,0.0408158717798075,48572462362.666664,47524658572.833336,41349590965.07317,6063109737.984237,1.174987250733041,0
0003,EUROPEAN UNION,49390047253,2023-06-01,2023,6,2,0.01890468972617354,48145491558.0,47644289635.166664,41541030400.5,6115876310.182074,1.2833838446720205,0
0003,EUROPEAN UNION,49617981184,2023-07-01,2023,7,3,0.004614976977697749,49160565348.0,48030884914.333336,41728866465.23256,6166888649.817028,1.2792698501215052,0
0003,EUROPEAN UNION,49998956580,2023-08-01,2023,8,3,0.007678172043864784,49668995005.666664,49120728684.166664,41916823058.75,6220972833.046268,1.2991751833920746,0
0003,EUROPEAN UNION,44469061894,2023-09-01,2023,9,3,-0.11060020176925056,48028666552.666664,48087079055.333336,41973539477.31111,6161631273.406636,0.40501002185240575,0
0003,EUROPEAN UNION,51097688411,2023-10-01,2023,10,4,0.14906153255043963,48521902295.0,48841233821.5,42171890541.08696,6239535429.450725,1.4305228283155675,0
0003,EUROPEAN UNION,46526363601,2023-11-01,2023,11,4,-0.08946245812982634,47364371302.0,48516683153.833336,42264538904.06383,6203941782.9392395,0.6869543342034794,0
0003,EUROPEAN UNION,48507639743,2023-12-01,2023,12,4,0.04258394571712065,48710563918.333336,48369615235.5,42394603504.875,6203385159.231317,0.9854355454663544,0
0003,EUROPEAN UNION,46462552767,2024-01-01,2024,1,1,-0.04216010069414111,47165518703.666664,47843710499.333336,42477622877.57143,6165873657.328453,0.6462879570508686,0
0003,EUROPEAN UNION,44435775366,2024-02-01,2024,2,1,-0.04362174009602671,46468655958.666664,46916513630.333336,42516785927.34,6108912151.287331,0.3141294867459528,0
0003,EUROPEAN UNION,50598835765,2024-03-01,2024,3,1,0.13869591220671396,47165721299.333336,47938142608.833336,42675257492.78432,6152495965.74236,1.2878640337734255,0
0003,EUROPEAN UNION,54508329816,2024-04-01,2024,4,2,0.07726450602850155,49847646982.333336,48506582843.0,42902816575.92308,6309018145.451838,1.83951178654373,0
0003,EUROPEAN UNION,50305341526,2024-05-01,2024,5,2,-0.07710726606718166,51804169035.666664,49136412497.166664,43042486858.0,6330258031.607947,1.1473236370042825,0
0003,EUROPEAN UNION,48798414569,2024-06-01,2024,6,2,-0.02995560533509456,51204028637.0,49184874968.166664,43149078111.90741,6318988817.919355,0.8940253923336962,0
0003,EUROPEAN UNION,52799998561,2024-07-01,2024,7,3,0.08200233608700214,50634584885.333336,50241115933.833336,43324549392.8,6394031721.260447,1.4819208883017732,0
0003,EUROPEAN UNION,52125302165,2024-08-01,2024,8,3,-0.01277834118159149,51241238431.666664,51522703733.666664,43481705692.30357,6443865024.336984,1.3413683309708642,0
0003,EUROPEAN UNION,51268413987,2024-09-01,2024,9,3,-0.016439006440433945,52064571571.0,51634300104.0,43618314609.75439,6468820682.331699,1.182611136236987,0
0003,EUROPEAN UNION,51582707218,2024-10-01,2024,10,4,0.006130348231168092,51658807790.0,51146696337.666664,43755631723.68965,6496549420.606967,1.2048050415014115,0
0003,EUROPEAN UNION,52717739457,2024-11-01,2024,11,4,0.0220041230911574,51856286887.333336,51548762659.5,43907531854.76271,6545137480.477313,1.3460691434696637,0
0003,EUROPEAN UNION,50059806483,2024-12-01,2024,12,4,-0.05041818942498444,51453417719.333336,51758994645.166664,44010069765.23333,6537857772.224664,0.925339297448207,0
0003,EUROPEAN UNION,54401638670,2025-01-01,2025,1,1,0.08673289994587696,52393061536.666664,52025934663.333336,44180423353.83607,6618265047.060851,1.5443949801773411,0
0003,EUROPEAN UNION,54259237101,2025-02-01,2025,2,1,-0.002617597051879361,52906894084.666664,52381590486.0,44342984865.8871,6687436217.9724655,1.4828182149181477,0
0003,EUROPEAN UNION,83721883821,2025-03-01,2025,3,1,0.5429978063487553,64127586530.666664,57790502125.0,44968046754.06349,8283401034.519658,4.678493399684081,0
0003,EUROPEAN UNION,54428957463,2025-04-01,2025,4,2,-0.34988374629301455,64136692795.0,58264877165.833336,45115873483.890625,8302059108.96333,1.121780013473343,1
0003,EUROPEAN UNION,56581964911,2025-05-01,2025,5,2,0.039556286733281265,64910935398.333336,58908914741.5,45292274890.46154,8358820473.409961,1.3506319529713333,0
0003,EUROPEAN UNION,45726001831,2025-06-01,2025,6,2,-0.19186260316473225,52245641401.666664,58186613966.166664,45298846510.77273,8294444452.114475,0.05149896689203564,0
0003,EUROPEAN UNION,46926515553,2025-07-01,2025,7,3,0.02625450889926939,49744827431.666664,56940760113.333336,45323140078.56716,8233769465.771985,0.19473164522010436,0
0003,EUROPEAN UNION,42278665750,2025-08-01,2025,8,3,-0.09904527852170486,44977061044.666664,54943998221.5,45278368397.26471,8180427909.404462,-0.3666926327675552,0
0003,EUROPEAN UNION,55397489243,2025-09-01,2025,9,3,0.310294169891111,48200890182.0,50223265791.833336,45425022322.565216,8210925693.158269,1.2145362524403691,0
0003,EUROPEAN UNION,44195689843,2025-10-01,2025,10,4,-0.2022077092855874,47290614945.333336,48517721188.5,45407460430.0,8152533276.745822,-0.14863730645006237,1
0003,EUROPEAN UNION,47338782530,2025-11-01,2025,11,4,0.07111762930198551,48977320538.666664,46977190791.666664,45434662149.71831,8097336060.118262,0.23515392792699316,0
0003,EUROPEAN UNION,47921954891,2025-12-01,2025,12,4,0.012319124612687915,46485475754.666664,47343182968.333336,45469207882.236115,8045452121.650324,0.3048613019725193,0
0003,EUROPEAN UNION,38003980110,2026-01-01,2026,1,1,-0.20696098069368718,44421572510.333336,45856093727.833336,45366944488.095894,8037020674.256632,-0.9161310735059066,1
0003,EUROPEAN UNION,37778204555,2026-02-01,2026,2,1,-0.005940839731694125,41234713185.333336,45106016862.0,45264393948.45946,8030385138.347222,-0.932232920898266,0
0003,EUROPEAN UNION,48744656725,2026-03-01,2026,3,1,0.29028516042985353,41508947130.0,43997211442.333336,45310797452.14667,7986058774.879076,0.42998171809790214,0
0014,PACIFIC RIM COUNTRIES,65080414292,2020-01-01,2020,1,1,,65080414292.0,65080414292.0,65080414292.0,,,0
0014,PACIFIC RIM COUNTRIES,51884383967,2020-02-01,2020,2,1,-0.20276500186050783,58482399129.5,58482399129.5,58482399129.5,9331002527.550821,-0.7071067811865475,1
0014,PACIFIC RIM COUNTRIES,54562507333,2020-03-01,2020,3,1,0.05161713720458483,57175768530.666664,57175768530.666664,57175768530.666664,6975360539.069114,-0.37464173830581854,0
0014,PACIFIC RIM COUNTRIES,65379807630,2020-04-01,2020,4,2,0.19825519071147202,57275566310.0,59226778305.5,59226778305.5,7018808124.307804,0.8766487437077235,0
0014,PACIFIC RIM COUNTRIES,66333581551,2020-05-01,2020,5,2,0.014588203232374752,62091965504.666664,60648138954.6,60648138954.6,6859233272.636002,0.8288743610865835,0
0014,PACIFIC RIM COUNTRIES,64484139414,2020-06-01,2020,6,2,-0.027880932911455547,65399176198.333336,61287472364.5,61287472364.5,6331804491.994017,0.5048587734415823,0
0014,PACIFIC RIM COUNTRIES,71646660809,2020-07-01,2020,7,3,0.11107415653041897,67488127258.0,62381846784.0,62767356428.0,6981417334.169229,1.2718483877968334,0
0014,PACIFIC RIM COUNTRIES,71909055504,2020-08-01,2020,8,3,0.0036623436743201676,69346618575.66667,65719292040.166664,63910068812.5,7226592332.782871,1.1068822375953355,0
0014,PACIFIC RIM COUNTRIES,73276827879,2020-09-01,2020,9,3,0.019020864137534232,72277514730.66667,68838345464.5,64950819819.888885,7446082599.973999,1.1181729382293164,0
0014,PACIFIC RIM COUNTRIES,79738494752,2020-10-01,2020,10,4,0.08818158563945988,74974792711.66667,71231459984.83333,66429587313.1,8435118161.545371,1.5777973922847477,0
0014,PACIFIC RIM COUNTRIES,78975728986,2020-11-01,2020,11,4,-0.009565841045436452,77330350539.0,73338484557.33333,67570145647.0,8851310807.02884,1.2885756231656456,0
0014,PACIFIC RIM COUNTRIES,78230428687,2020-12-01,2020,12,4,-0.009437080335556236,78981550808.33333,75629532769.5,68458502567.0,8982956226.864618,1.087829649083213,0
0014,PACIFIC RIM COUNTRIES,71560835078,2021-01-01,2021,1,1,-0.08525574665690572,76255664250.33333,75615228481.0,68697143529.38461,8643459240.490124,0.33131313157589465,0
0014,PACIFIC RIM COUNTRIES,63117551632,2021-02-01,2021,2,1,-0.11798749185636215,70969605132.33333,74149977835.66667,68298601251.0,8437192361.016281,-0.6140727148688512,0
0014,PACIFIC RIM COUNTRIES,78944720801,2021-03-01,2021,3,1,0.2507570201911282,71207702503.66667,75094626656.0,69008342554.33333,8582393376.168953,1.1577630867232651,0
0014,PACIFIC RIM COUNTRIES,76214664929,2021-04-01,2021,4,2,-0.03458186746751302,72758979120.66667,74507321685.5,69458737702.75,8484849456.211022,0.7962341890821141,0
0014,PACIFIC RIM COUNTRIES,77049174512,2021-05-01,2021,5,2,0.010949462072390004,77402853414.0,74186229273.16667,69905233985.64706,8419158522.206916,0.8485337943821366,0
0014,PACIFIC RIM COUNTRIES,79078090508,2021-06-01,2021,6,2,0.026332741510215696,77447309983.0,74327506243.33333,70414837125.77777,8449094848.300067,1.0253469203230983,0
0014,PACIFIC RIM COUNTRIES,79489656405,2021-07-01,2021,7,3,0.005204550266149521,78538973808.33333,75648976464.5,70892459193.10527,8470866657.912743,1.0149135335360262,0
0014,PACIFIC RIM COUNTRIES,83615488216,2021-08-01,2021,8,3,0.051904008616905806,80727745043.0,79065299228.5,71528610644.25,8721969143.285402,1.385796873754715,0
0014,PACIFIC RIM COUNTRIES,86804907241,2021-09-01,2021,9,3,0.038143878521176955,83303350620.66667,80375330301.83333,72256053339.33333,9131360184.377447,1.5932844185204567,0
0014,PACIFIC RIM COUNTRIES,86691778887,2021-10-01,2021,10,4,-0.0013032483714995324,85704058114.66667,82121515961.5,72912222682.40909,9427802521.000866,1.4615872759210127,0
0014,PACIFIC RIM COUNTRIES,86797347011,2021-11-01,2021,11,4,0.0012177408902591669,86764677713.0,83746211378.0,73515923740.17392,9655349156.27521,1.3755508015154698,0
0014,PACIFIC RIM COUNTRIES,90378798339,2021-12-01,2021,12,4,0.04126222115459499,87955974745.66667,85629662683.16667,74218543515.125,10050903554.085024,1.6078410002558359,0
0014,PACIFIC RIM COUNTRIES,88108231403,2022-01-01,2022,1,1,-0.025122782972654467,88428125584.33333,87066091849.5,74774131030.64,10223913398.39393,1.3042070929957845,0
0014,PACIFIC RIM COUNTRIES,79402042628,2022-02-01,2022,2,1,-0.0988124337121079,85963024123.33333,86363850918.16667,74952127630.53847,10058380659.912674,0.4424086886268397,0
0014,PACIFIC RIM COUNTRIES,95560392023,2022-03-01,2022,3,1,0.20350042467675755,87690222018.0,87823098381.83333,75715396682.11111,10630591647.810286,1.86678183099777,0
0014,PACIFIC RIM COUNTRIES,85308024836,2022-04-01,2022,4,2,-0.10728678451352947,86756819829.0,87592472706.66667,76057990544.75,10588216000.034647,0.8736159416486906,0
0014,PACIFIC RIM COUNTRIES,88968987753,2022-05-01,2022,5,2,0.04291463697627518,89945801537.33333,87954412830.33333,76503197345.03448,10670259691.69079,1.1682743221022962,0
0014,PACIFIC RIM COUNTRIES,91018834628,2022-06-01,2022,6,2,0.023040015704021366,88431949072.33333,88061085545.16667,76987051921.13333,10814429442.876484,1.297505594815219,0
0014,PACIFIC RIM COUNTRIES,89087039329,2022-07-01,2022,7,3,-0.021224126928183318,89691620570.0,88224220199.5,77377374095.58064,10852482731.228476,1.0789849220146006,0
0014,PACIFIC RIM COUNTRIES,94572369995,2022-08-01,2022,8,3,0.06157271256644381,91559414650.66667,90752608094.0,77914717717.4375,11100304711.823135,1.50064819930755,0
0014,PACIFIC RIM COUNTRIES,92348339652,2022-09-01,2022,9,3,-0.023516703061555733,92002582992.0,90217266032.16667,78352100200.30302,11210675902.775682,1.2484741841686466,0
0014,PACIFIC RIM COUNTRIES,90127575207,2022-10-01,2022,10,4,-0.02404769217690972,92349428284.66667,91020524427.33333,78698437700.5,11222703797.48706,1.0183942936335149,0
0014,PACIFIC RIM COUNTRIES,79537251151,2022-11-01,2022,11,4,-0.11750370551606137,87337722003.33333,89448568327.0,78722403799.08571,11057341402.463045,0.07369288170235772,0
0014,PACIFIC RIM COUNTRIES,79965625608,2022-12-01,2022,12,4,0.005385834320408511,83210150655.33333,87606366823.66667,78756937738.22223,10900204230.591375,0.11088671773558094,0
0014,PACIFIC RIM COUNTRIES,77682089846,2023-01-01,2023,1,1,-0.028556467164955746,79061655535.0,85705541909.83333,78727887795.1892,10749198811.387512,-0.09729078115861936,0
0014,PACIFIC RIM COUNTRIES,68017340866,2023-02-01,2023,2,1,-0.12441412169986388,75221685440.0,81279703721.66667,78446031297.05263,10744359779.191536,-0.9706199946179891,0
0014,PACIFIC RIM COUNTRIES,73903544625,2023-03-01,2023,3,1,0.08653975124661706,73200991779.0,78205571217.16667,78329557279.82051,10626966672.337685,-0.41648880544074307,0
0014,PACIFIC RIM COUNTRIES,75672786847,2023-04-01,2023,4,2,0.02393988314061879,72531224112.66667,75796439823.83333,78263138019.0,10498246438.790447,-0.24674131885767073,0
0014,PACIFIC RIM COUNTRIES,77157077678,2023-05-01,2023,5,2,0.01961459188758341,75577803050.0,75399744245.0,78236160937.51219,10367626879.48821,-0.10408199215262073,0
0014,PACIFIC RIM COUNTRIES,76064381455,2023-06-01,2023,6,2,-0.014161970047131045,76298081993.33333,74749536886.16667,78184451902.21428,10245893656.92565,-0.20691903685543628,0
0014,PACIFIC RIM COUNTRIES,78472626706,2023-07-01,2023,7,3,0.03166061703170131,77231361946.33333,74881293029.5,78191153641.8372,10123279305.21109,0.027804534052310904,0
0014,PACIFIC RIM COUNTRIES,81011761270,2023-08-01,2023,8,3,0.032356946244617824,78516256477.0,77047029763.5,78255258360.65909,10013906535.72527,0.2752674892168113,0
0014,PACIFIC RIM COUNTRIES,83850501955,2023-09-01,2023,9,3,0.03504109329926686,81111629977.0,78704855985.16667,78379597107.2,9934534556.825312,0.5506956381807876,0
0014,PACIFIC RIM COUNTRIES,87589923966,2023-10-01,2023,10,4,0.044596298457543426,84150729063.66667,80691045505.0,78579821604.13043,9916949541.800018,0.9085558340185071,0
0014,PACIFIC RIM COUNTRIES,77824474050,2023-11-01,2023,11,4,-0.11149056277056113,83088299990.33333,80802278233.66667,78563750379.57446,9809183120.074062,-0.07536573846415064,0
0014,PACIFIC RIM COUNTRIES,74314292998,2023-12-01,2023,12,4,-0.04510381977968536,79909563671.33333,80510596824.16667,78475220017.45833,9723633265.292835,-0.4279189584730825,0
0014,PACIFIC RIM COUNTRIES,79475175773,2024-01-01,2024,1,1,0.06944670489079252,77204647607.0,80677688335.33333,78495627277.77551,9622872673.368486,0.10179377078690956,0
